bill_id,bill_number,bill_type,congress,cosponsors_by_party_D,cosponsors_by_party_R,introduced_at,sponsor_SGID,total_cosponser
hr7017-115,7017,hr,115,2,4,2018-10-02,1832,6
hr1268-115,1268,hr,115,22,17,2017-03-01,1587,39
hr3250-115,3250,hr,115,7,,2017-07-14,1398,7
hr3040-115,3040,hr,115,45,,2017-06-23,231,45
hr3494-115,3494,hr,115,1,,2017-07-27,1833,1
hr3143-115,3143,hr,115,,1,2017-06-29,1777,1
hr674-115,674,hr,115,,13,2017-01-24,1543,13
hr5867-115,5867,hr,115,1,,2018-05-17,306,1
hr3293-115,3293,hr,115,1,,2017-07-18,1994,1
hr2509-115,2509,hr,115,6,,2017-05-17,1657,6
hr1090-115,1090,hr,115,54,63,2017-02-15,1688,117
hr4797-115,4797,hr,115,,1,2018-01-16,1881,1
hr6608-115,6608,hr,115,,1,2018-07-26,1961,1
hr6239-115,6239,hr,115,173,,2018-06-27,1758,173
hr4666-115,4666,hr,115,1,15,2017-12-18,1897,16
hr1587-115,1587,hr,115,50,,2017-03-16,1076,50
hr3023-115,3023,hr,115,,4,2017-06-22,1983,4
hr398-115,398,hr,115,48,35,2017-01-10,1939,83
hr3443-115,3443,hr,115,51,,2017-07-27,1786,51
hr427-115,427,hr,115,6,,2017-01-10,1554,6
hr673-115,673,hr,115,,16,2017-01-24,1647,16
hr6747-115,6747,hr,115,2,9,2018-09-07,1939,11
hr2747-115,2747,hr,115,13,18,2017-05-25,1805,31
hr1921-115,1921,hr,115,,3,2017-04-05,1877,3
hr210-115,210,hr,115,,2,2017-01-03,1264,2
hr5725-115,5725,hr,115,2,1,2018-05-09,1574,3
hr2019-115,2019,hr,115,,2,2017-04-06,1530,2
hr444-115,444,hr,115,18,2,2017-01-11,1683,20
hr5017-115,5017,hr,115,2,,2018-02-14,1620,2
hr5638-115,5638,hr,115,1,1,2018-04-26,1954,2
hr4423-115,4423,hr,115,,4,2017-11-16,608,4
hr5225-115,5225,hr,115,1,,2018-03-08,733,1
hr5136-115,5136,hr,115,16,,2018-03-01,1558,16
hr808-115,808,hr,115,,4,2017-02-01,1574,4
hr4240-115,4240,hr,115,196,14,2017-11-03,1390,210
hr5648-115,5648,hr,115,,2,2018-04-27,1540,2
hr1745-115,1745,hr,115,5,,2017-03-27,1346,5
hr5312-115,5312,hr,115,1,,2018-03-15,1782,1
hr815-115,815,hr,115,1,,2017-02-01,2004,1
hr3531-115,3531,hr,115,3,3,2017-07-28,1695,6
hr4884-115,4884,hr,115,18,7,2018-01-25,989,25
hr6944-115,6944,hr,115,8,,2018-09-27,1857,8
hr1429-115,1429,hr,115,2,7,2017-03-08,1820,9
hr991-115,991,hr,115,7,,2017-02-09,347,7
hr1313-115,1313,hr,115,,5,2017-03-02,1530,5
hr6927-115,6927,hr,115,8,8,2018-09-27,1888,16
hr4736-115,4736,hr,115,,16,2018-01-03,1861,16
hr2610-115,2610,hr,115,2,,2017-05-23,515,2
hr1382-115,1382,hr,115,,5,2017-03-07,2000,5
hr5194-115,5194,hr,115,,4,2018-03-07,1582,4
hr5534-115,5534,hr,115,3,8,2018-04-17,1775,11
hr3108-115,3108,hr,115,10,2,2017-06-29,1770,12
hr5843-115,5843,hr,115,,1,2018-05-16,1861,1
hr6890-115,6890,hr,115,,7,2018-09-25,1829,7
hr6402-115,6402,hr,115,1,,2018-07-17,1002,1
hr3093-115,3093,hr,115,3,2,2017-06-28,1366,5
hr5002-115,5002,hr,115,4,15,2018-02-13,1904,19
hr3500-115,3500,hr,115,1,5,2017-07-27,1763,6
hr2633-115,2633,hr,115,39,1,2017-05-24,1295,40
hr25-115,25,hr,115,,47,2017-01-03,1711,47
hr4268-115,4268,hr,115,42,,2017-11-07,593,42
hr4740-115,4740,hr,115,,1,2018-01-08,713,1
hr5293-115,5293,hr,115,,1,2018-03-15,1954,1
hr4186-115,4186,hr,115,21,,2017-10-31,1629,21
hr2396-115,2396,hr,115,4,3,2017-05-04,1996,7
hr5475-115,5475,hr,115,2,5,2018-04-11,1424,7
hr6015-115,6015,hr,115,6,,2018-06-06,282,6
hr769-115,769,hr,115,,12,2017-01-31,1306,12
hr6969-115,6969,hr,115,,1,2018-09-28,1907,1
hr3690-115,3690,hr,115,1,,2017-09-06,1777,1
hr3911-115,3911,hr,115,1,,2017-10-02,1825,1
hr4162-115,4162,hr,115,,1,2017-10-27,1925,1
hr6835-115,6835,hr,115,2,6,2018-09-17,1184,8
hr1631-115,1631,hr,115,1,,2017-03-20,1898,1
hr3705-115,3705,hr,115,1,1,2017-09-07,1643,2
hr6137-115,6137,hr,115,61,4,2018-06-19,1191,65
hr7372-115,7372,hr,115,5,,2018-12-20,284,5
hr1644-115,1644,hr,115,9,14,2017-03-21,1002,23
hr6242-115,6242,hr,115,1,,2018-06-27,1793,1
hr2902-115,2902,hr,115,104,15,2017-06-15,1791,119
hr1362-115,1362,hr,115,4,1,2017-03-06,1976,5
hr6584-115,6584,hr,115,1,,2018-07-26,1891,1
hr3928-115,3928,hr,115,1,3,2017-10-03,1721,4
hr2684-115,2684,hr,115,3,,2017-05-25,1786,3
hr545-115,545,hr,115,6,60,2017-01-13,1831,66
hr4344-115,4344,hr,115,6,,2017-11-09,1758,6
hr6460-115,6460,hr,115,,6,2018-07-19,1997,6
hr5275-115,5275,hr,115,18,74,2018-03-14,1736,92
hr4849-115,4849,hr,115,,1,2018-01-19,1670,1
hr4654-115,4654,hr,115,2,2,2017-12-14,1831,4
hr5103-115,5103,hr,115,12,,2018-02-27,1295,12
hr2930-115,2930,hr,115,3,1,2017-06-16,1953,4
hr1919-115,1919,hr,115,,11,2017-04-05,1912,11
hr680-115,680,hr,115,,1,2017-01-24,1829,1
hr4617-115,4617,hr,115,,6,2017-12-12,1646,6
hr6886-115,6886,hr,115,3,1,2018-09-25,608,4
hr2501-115,2501,hr,115,14,14,2017-05-17,1936,28
hr6718-115,6718,hr,115,1,1,2018-09-06,1754,2
hr1438-115,1438,hr,115,93,,2017-03-08,713,93
hr5634-115,5634,hr,115,25,19,2018-04-26,1914,44
hr6396-115,6396,hr,115,5,1,2018-07-17,1987,6
hr3493-115,3493,hr,115,18,1,2017-07-27,1833,19
hr3269-115,3269,hr,115,29,1,2017-07-17,1887,30
hr6459-115,6459,hr,115,3,1,2018-07-19,1158,4
hr7339-115,7339,hr,115,1,,2018-12-19,284,1
hr3769-115,3769,hr,115,3,,2017-09-13,1346,3
hr3563-115,3563,hr,115,9,,2017-07-28,1878,9
hr4033-115,4033,hr,115,1,,2017-10-12,1560,1
hr7322-115,7322,hr,115,1,,2018-12-17,1924,1
hr5427-115,5427,hr,115,,3,2018-04-05,1756,3
hr652-115,652,hr,115,3,,2017-01-24,258,3
hr4819-115,4819,hr,115,18,23,2018-01-18,1532,41
hr1911-115,1911,hr,115,52,34,2017-04-05,1078,86
hr1957-115,1957,hr,115,174,16,2017-04-05,1507,190
hr6581-115,6581,hr,115,1,,2018-07-26,1879,1
hr534-115,534,hr,115,5,5,2017-01-13,1907,10
hr3581-115,3581,hr,115,1,4,2017-07-28,1902,5
hr1624-115,1624,hr,115,12,7,2017-03-20,1820,19
hr5800-115,5800,hr,115,,3,2018-05-15,1184,3
hr1949-115,1949,hr,115,27,4,2017-04-05,733,31
hr1972-115,1972,hr,115,3,45,2017-04-06,1988,48
hr5719-115,5719,hr,115,1,,2018-05-09,1766,1
hr2914-115,2914,hr,115,,1,2017-06-15,1987,1
hr6620-115,6620,hr,115,,1,2018-07-26,1726,1
hr5302-115,5302,hr,115,8,,2018-03-15,282,8
hr617-115,617,hr,115,9,,2017-01-24,282,9
hr2972-115,2972,hr,115,65,9,2017-06-21,1212,74
hr6123-115,6123,hr,115,,1,2018-06-15,1048,1
hr4918-115,4918,hr,115,6,,2018-02-02,1987,6
hr5341-115,5341,hr,115,2,,2018-03-20,1541,2
hr1756-115,1756,hr,115,,2,2017-03-28,1895,2
hr4792-115,4792,hr,115,3,,2018-01-12,1191,3
hr126-115,126,hr,115,2,,2017-01-03,1542,2
hr1241-115,1241,hr,115,12,9,2017-02-28,1790,21
hr1246-115,1246,hr,115,3,1,2017-02-28,1899,4
hr4565-115,4565,hr,115,5,9,2017-12-06,1700,14
hr2639-115,2639,hr,115,6,1,2017-05-24,640,7
hr2476-115,2476,hr,115,13,7,2017-05-17,1766,20
hr7011-115,7011,hr,115,1,,2018-10-02,1408,1
hr7328-115,7328,hr,115,3,2,2018-12-19,1819,5
hr4913-115,4913,hr,115,7,,2018-02-02,1729,7
hr1337-115,1337,hr,115,2,13,2017-03-02,1831,15
hr2848-115,2848,hr,115,1,,2017-06-08,1916,1
hr5750-115,5750,hr,115,,1,2018-05-10,1475,1
hr6301-115,6301,hr,115,1,1,2018-06-29,1574,2
hr606-115,606,hr,115,38,13,2017-01-23,1902,51
hr4408-115,4408,hr,115,1,,2017-11-15,1939,1
hr1354-115,1354,hr,115,1,1,2017-03-02,1632,2
hr4513-115,4513,hr,115,3,3,2017-12-01,1817,6
hr2254-115,2254,hr,115,36,13,2017-04-28,1390,49
hr2416-115,2416,hr,115,11,,2017-05-11,1835,11
hr2250-115,2250,hr,115,2,4,2017-04-28,1688,6
hr46-115,46,hr,115,1,1,2017-01-03,1939,2
hr6366-115,6366,hr,115,,1,2018-07-13,1922,1
hr5129-115,5129,hr,115,94,39,2018-02-27,1078,133
hr3623-115,3623,hr,115,15,,2017-07-28,1691,15
hr3692-115,3692,hr,115,33,16,2017-09-07,1657,49
hr6156-115,6156,hr,115,3,4,2018-06-20,1912,7
hr6350-115,6350,hr,115,2,1,2018-07-12,1474,3
hr6084-115,6084,hr,115,1,9,2018-06-13,1882,10
hr2655-115,2655,hr,115,,1,2017-05-25,1910,1
hr4639-115,4639,hr,115,4,1,2017-12-13,1981,5
hr1108-115,1108,hr,115,4,,2017-02-16,284,4
hr5977-115,5977,hr,115,38,,2018-05-25,1860,38
hr151-115,151,hr,115,1,,2017-01-03,1542,1
hr6724-115,6724,hr,115,,2,2018-09-06,1752,2
hr5016-115,5016,hr,115,,6,2018-02-14,1869,6
hr5582-115,5582,hr,115,2,4,2018-04-23,1891,6
hr5216-115,5216,hr,115,81,2,2018-03-08,1857,83
hr3967-115,3967,hr,115,2,,2017-10-05,1846,2
hr4163-115,4163,hr,115,3,,2017-10-27,1954,3
hr2222-115,2222,hr,115,1,,2017-04-27,1750,1
hr5559-115,5559,hr,115,,3,2018-04-18,1692,3
hr7102-115,7102,hr,115,2,,2018-10-30,1565,2
hr5596-115,5596,hr,115,2,1,2018-04-24,1890,3
hr6261-115,6261,hr,115,,3,2018-06-28,1889,3
hr6848-115,6848,hr,115,,1,2018-09-20,1882,1
hr6195-115,6195,hr,115,,11,2018-06-22,1868,11
hr6966-115,6966,hr,115,1,,2018-09-28,1738,1
hr1406-115,1406,hr,115,176,70,2017-03-07,515,246
hr158-115,158,hr,115,8,,2017-01-03,515,8
hr6463-115,6463,hr,115,,2,2018-07-23,1899,2
hr6453-115,6453,hr,115,,1,2018-07-19,1756,1
hr2328-115,2328,hr,115,22,,2017-05-03,1620,22
hr3624-115,3624,hr,115,13,,2017-07-28,1346,13
hr3590-115,3590,hr,115,1,,2017-07-28,1459,1
hr1413-115,1413,hr,115,12,1,2017-03-07,1505,13
hr1741-115,1741,hr,115,1,7,2017-03-27,1961,8
hr2517-115,2517,hr,115,1,,2017-05-18,1993,1
hr2355-115,2355,hr,115,4,4,2017-05-04,1611,8
hr2089-115,2089,hr,115,1,,2017-04-12,347,1
hr4378-115,4378,hr,115,2,3,2017-11-13,2000,5
hr2108-115,2108,hr,115,9,1,2017-04-20,1777,10
hr4343-115,4343,hr,115,9,,2017-11-09,1758,9
hr4133-115,4133,hr,115,,5,2017-10-25,1343,5
hr1425-115,1425,hr,115,,1,2017-03-08,1718,1
hr694-115,694,hr,115,1,14,2017-01-24,1982,15
hr3068-115,3068,hr,115,1,,2017-06-27,1754,1
hr6179-115,6179,hr,115,,13,2018-06-21,1821,13
hr4559-115,4559,hr,115,,2,2017-12-06,1909,2
hr1296-115,1296,hr,115,4,5,2017-03-01,1431,9
hr2878-115,2878,hr,115,16,,2017-06-12,1758,16
hr952-115,952,hr,115,11,2,2017-02-07,1620,13
hr3013-115,3013,hr,115,2,,2017-06-22,1944,2
hr2373-115,2373,hr,115,,1,2017-05-04,1754,1
hr3350-115,3350,hr,115,3,13,2017-07-20,1048,16
hr4062-115,4062,hr,115,13,5,2017-10-12,1479,18
hr2754-115,2754,hr,115,6,4,2017-05-26,1322,10
hr2871-115,2871,hr,115,5,57,2017-06-12,1773,62
hr2436-115,2436,hr,115,53,7,2017-05-16,1643,60
hr3774-115,3774,hr,115,2,6,2017-09-14,1820,8
hr5057-115,5057,hr,115,14,,2018-02-15,1967,14
hr2839-115,2839,hr,115,5,,2017-06-08,1680,5
hr2341-115,2341,hr,115,2,9,2017-05-03,1574,11
hr795-115,795,hr,115,78,51,2017-02-01,1816,129
hr1927-115,1927,hr,115,68,4,2017-04-05,1422,72
hr3248-115,3248,hr,115,31,,2017-07-14,1846,31
hr5654-115,5654,hr,115,,1,2018-04-27,1920,1
hr1247-115,1247,hr,115,28,12,2017-02-28,1905,40
hr6491-115,6491,hr,115,,1,2018-07-24,1565,1
hr6664-115,6664,hr,115,5,15,2018-08-10,1874,20
hr5105-115,5105,hr,115,20,24,2018-02-27,1805,44
hr3175-115,3175,hr,115,10,,2017-07-11,1584,10
hr6517-115,6517,hr,115,20,7,2018-07-25,347,27
hr816-115,816,hr,115,50,20,2017-02-02,166,70
hr2368-115,2368,hr,115,1,4,2017-05-04,1913,5
hr5480-115,5480,hr,115,6,6,2018-04-12,1002,12
hr5925-115,5925,hr,115,2,1,2018-05-23,1761,3
hr5349-115,5349,hr,115,1,7,2018-03-20,1605,8
hr6903-115,6903,hr,115,4,,2018-09-26,1385,4
hr7321-115,7321,hr,115,,6,2018-12-17,1915,6
hr6090-115,6090,hr,115,1,,2018-06-13,1950,1
hr4796-115,4796,hr,115,30,29,2018-01-16,1934,59
hr5948-115,5948,hr,115,,36,2018-05-23,914,36
hr4125-115,4125,hr,115,1,,2017-10-25,1956,1
hr3416-115,3416,hr,115,2,,2017-07-26,1777,2
hr7107-115,7107,hr,115,50,2,2018-10-30,1836,52
hr6316-115,6316,hr,115,1,,2018-07-06,1894,1
hr5393-115,5393,hr,115,3,1,2018-03-22,1002,4
hr3181-115,3181,hr,115,2,2,2017-07-11,1766,4
hr6614-115,6614,hr,115,2,,2018-07-26,1971,2
hr3396-115,3396,hr,115,,1,2017-07-25,1646,1
hr2622-115,2622,hr,115,3,1,2017-05-24,1449,4
hr2648-115,2648,hr,115,4,7,2017-05-24,1750,11
hr2014-115,2014,hr,115,2,,2017-04-06,1822,2
hr5279-115,5279,hr,115,2,1,2018-03-14,1566,3
hr3385-115,3385,hr,115,,3,2017-07-25,608,3
hr1743-115,1743,hr,115,1,,2017-03-27,1849,1
hr3739-115,3739,hr,115,,3,2017-09-12,1930,3
hr2173-115,2173,hr,115,8,2,2017-04-26,1551,10
hr3712-115,3712,hr,115,22,17,2017-09-08,1856,39
hr4718-115,4718,hr,115,,30,2017-12-21,1806,30
hr134-115,134,hr,115,4,,2017-01-03,231,4
hr6311-115,6311,hr,115,,1,2018-07-06,1574,1
hr1047-115,1047,hr,115,,10,2017-02-14,1930,10
hr623-115,623,hr,115,2,1,2017-01-24,1671,3
hr979-115,979,hr,115,,1,2017-02-07,1554,1
hr23-115,23,hr,115,1,13,2017-01-03,1795,14
hr2115-115,2115,hr,115,1,,2017-04-24,1699,1
hr6452-115,6452,hr,115,3,,2018-07-19,1435,3
hr4831-115,4831,hr,115,,12,2018-01-18,1895,12
hr2354-115,2354,hr,115,2,7,2017-05-04,1864,9
hr994-115,994,hr,115,1,4,2017-02-09,1613,5
hr3290-115,3290,hr,115,,1,2017-07-18,1558,1
hr728-115,728,hr,115,,3,2017-01-30,703,3
hr4411-115,4411,hr,115,1,,2017-11-15,1837,1
hr5713-115,5713,hr,115,7,7,2018-05-08,1588,14
hr6568-115,6568,hr,115,,1,2018-07-26,1615,1
hr2629-115,2629,hr,115,,10,2017-05-24,1980,10
hr6571-115,6571,hr,115,3,,2018-07-26,1792,3
hr5273-115,5273,hr,115,8,7,2018-03-14,347,15
hr3274-115,3274,hr,115,159,148,2017-07-17,1559,307
hr1196-115,1196,hr,115,1,8,2017-02-16,2004,9
hr4766-115,4766,hr,115,9,1,2018-01-11,282,10
hr4453-115,4453,hr,115,,4,2017-11-17,1489,4
hr5957-115,5957,hr,115,,2,2018-05-24,1540,2
hr5127-115,5127,hr,115,17,,2018-02-27,1397,17
hr5058-115,5058,hr,115,33,1,2018-02-15,1973,34
hr1041-115,1041,hr,115,,2,2017-02-14,1564,2
hr2483-115,2483,hr,115,,1,2017-05-17,1827,1
hr2477-115,2477,hr,115,137,,2017-05-17,1562,137
hr495-115,495,hr,115,,6,2017-01-12,1503,6
hr6908-115,6908,hr,115,1,,2018-09-26,1750,1
hr6945-115,6945,hr,115,2,,2018-09-27,1629,2
hr2146-115,2146,hr,115,,6,2017-04-26,1669,6
hr7141-115,7141,hr,115,23,,2018-11-16,1562,23
hr1744-115,1744,hr,115,7,9,2017-03-27,1078,16
hr3165-115,3165,hr,115,,3,2017-07-06,1838,3
hr1208-115,1208,hr,115,10,25,2017-02-21,1546,35
hr3933-115,3933,hr,115,1,,2017-10-03,1751,1
hr1884-115,1884,hr,115,16,16,2017-04-04,1890,32
hr215-115,215,hr,115,,1,2017-01-03,1264,1
hr469-115,469,hr,115,,21,2017-01-12,1811,21
hr1683-115,1683,hr,115,133,57,2017-03-22,1837,190
hr856-115,856,hr,115,13,,2017-02-03,1605,13
hr4437-115,4437,hr,115,1,13,2017-11-16,1924,14
hr4704-115,4704,hr,115,23,2,2017-12-20,1516,25
hr4187-115,4187,hr,115,,1,2017-10-31,1933,1
hr5710-115,5710,hr,115,40,,2018-05-08,1726,40
hr1034-115,1034,hr,115,13,,2017-02-14,1584,13
hr956-115,956,hr,115,,1,2017-02-07,1836,1
hr5451-115,5451,hr,115,2,6,2018-04-10,1867,8
hr5776-115,5776,hr,115,1,2,2018-05-11,858,3
hr5187-115,5187,hr,115,8,11,2018-03-06,1997,19
hr4637-115,4637,hr,115,,1,2017-12-13,1316,1
hr1864-115,1864,hr,115,8,4,2017-04-03,1505,12
hr202-115,202,hr,115,15,,2017-01-03,1191,15
hr2479-115,2479,hr,115,26,,2017-05-17,891,26
hr406-115,406,hr,115,9,4,2017-01-10,1316,13
hr4310-115,4310,hr,115,,5,2017-11-08,1844,5
hr7218-115,7218,hr,115,,1,2018-12-06,1920,1
hr6420-115,6420,hr,115,,1,2018-07-18,1949,1
hr4670-115,4670,hr,115,1,3,2017-12-18,1675,4
hr4018-115,4018,hr,115,12,,2017-10-11,1946,12
hr2965-115,2965,hr,115,1,2,2017-06-20,1706,3
hr5907-115,5907,hr,115,2,10,2018-05-22,1718,12
hr625-115,625,hr,115,14,11,2017-01-24,1870,25
hr6358-115,6358,hr,115,29,,2018-07-12,1941,29
hr4161-115,4161,hr,115,,1,2017-10-27,1922,1
hr4431-115,4431,hr,115,3,9,2017-11-16,1891,12
hr6683-115,6683,hr,115,1,5,2018-08-28,989,6
hr5034-115,5034,hr,115,142,,2018-02-15,1385,142
hr6287-115,6287,hr,115,23,27,2018-06-28,1957,50
hr5492-115,5492,hr,115,1,,2018-04-12,1638,1
hr4119-115,4119,hr,115,1,13,2017-10-25,1820,14
hr2670-115,2670,hr,115,86,,2017-05-25,1887,86
hr5847-115,5847,hr,115,,1,2018-05-16,1899,1
hr2723-115,2723,hr,115,,154,2017-05-25,1669,154
hr6380-115,6380,hr,115,1,,2018-07-16,1531,1
hr2037-115,2037,hr,115,1,,2017-04-06,1651,1
hr4223-115,4223,hr,115,27,28,2017-11-02,347,55
hr5182-115,5182,hr,115,6,,2018-03-06,1916,6
hr1641-115,1641,hr,115,1,,2017-03-20,1212,1
hr484-115,484,hr,115,4,,2017-01-12,282,4
hr4420-115,4420,hr,115,12,2,2017-11-16,1043,14
hr4322-115,4322,hr,115,2,1,2017-11-09,1890,3
hr6900-115,6900,hr,115,15,,2018-09-26,934,15
hr6756-115,6756,hr,115,,26,2018-09-10,1566,26
hr3646-115,3646,hr,115,,1,2017-08-04,2003,1
hr1204-115,1204,hr,115,13,34,2017-02-17,1750,47
hr6792-115,6792,hr,115,,1,2018-09-12,1505,1
hr3719-115,3719,hr,115,,1,2017-09-08,1530,1
hr5693-115,5693,hr,115,2,2,2018-05-07,1931,4
hr5388-115,5388,hr,115,1,1,2018-03-22,1007,2
hr4760-115,4760,hr,115,,100,2018-01-10,450,100
hr6115-115,6115,hr,115,,1,2018-06-14,1435,1
hr2585-115,2585,hr,115,10,1,2017-05-22,1366,11
hr6538-115,6538,hr,115,,1,2018-07-25,1606,1
hr5509-115,5509,hr,115,2,5,2018-04-13,1559,7
hr3592-115,3592,hr,115,38,4,2017-07-28,1935,42
hr1763-115,1763,hr,115,1,,2017-03-28,1837,1
hr5900-115,5900,hr,115,4,8,2018-05-21,1078,12
hr968-115,968,hr,115,9,,2017-02-07,1837,9
hr5664-115,5664,hr,115,,1,2018-04-27,1979,1
hr5572-115,5572,hr,115,,10,2018-04-18,1016,10
hr344-115,344,hr,115,,1,2017-01-05,1990,1
hr4375-115,4375,hr,115,3,2,2017-11-13,1895,5
hr5727-115,5727,hr,115,1,,2018-05-09,1900,1
hr2212-115,2212,hr,115,13,12,2017-04-27,1756,25
hr5088-115,5088,hr,115,1,,2018-02-26,593,1
hr5590-115,5590,hr,115,2,4,2018-04-24,1717,6
hr6795-115,6795,hr,115,52,3,2018-09-13,604,55
hr1062-115,1062,hr,115,3,5,2017-02-15,1671,8
hr4131-115,4131,hr,115,1,103,2017-10-25,1828,104
hr1773-115,1773,hr,115,1,1,2017-03-29,187,2
hr5072-115,5072,hr,115,11,1,2018-02-20,1584,12
hr6146-115,6146,hr,115,3,2,2018-06-19,1695,5
hr165-115,165,hr,115,6,,2017-01-03,515,6
hr7062-115,7062,hr,115,70,23,2018-10-12,733,93
hr6543-115,6543,hr,115,86,,2018-07-26,1043,86
hr3261-115,3261,hr,115,2,2,2017-07-14,1995,4
hr1659-115,1659,hr,115,10,6,2017-03-21,1574,16
hr1913-115,1913,hr,115,,3,2017-04-05,1973,3
hr3463-115,3463,hr,115,,1,2017-07-27,1863,1
hr2797-115,2797,hr,115,22,9,2017-06-07,99,31
hr7127-115,7127,hr,115,18,,2018-11-14,1654,18
hr5741-115,5741,hr,115,3,,2018-05-09,1946,3
hr1309-115,1309,hr,115,1,3,2017-03-02,1939,4
hr4156-115,4156,hr,115,7,,2017-10-26,1615,7
hr6639-115,6639,hr,115,2,1,2018-07-27,1688,3
hr6994-115,6994,hr,115,1,,2018-09-28,1944,1
hr1-115,1,hr,115,,24,2017-11-02,1284,24
hr5108-115,5108,hr,115,77,,2018-02-27,306,77
hr430-115,430,hr,115,,9,2017-01-10,1805,9
hr307-115,307,hr,115,,1,2017-01-05,1901,1
hr4312-115,4312,hr,115,5,36,2017-11-08,1751,41
hr1119-115,1119,hr,115,,6,2017-02-16,1845,6
hr3553-115,3553,hr,115,1,,2017-07-28,1756,1
hr371-115,371,hr,115,155,,2017-01-09,1863,155
hr5368-115,5368,hr,115,,2,2018-03-21,1882,2
hr589-115,589,hr,115,8,12,2017-01-20,1082,20
hr4122-115,4122,hr,115,28,3,2017-10-25,284,31
hr4347-115,4347,hr,115,4,6,2017-11-09,1914,10
hr578-115,578,hr,115,3,4,2017-01-13,1612,7
hr5037-115,5037,hr,115,,5,2018-02-15,1957,5
hr3947-115,3947,hr,115,176,,2017-10-04,1758,176
hr3744-115,3744,hr,115,,1,2017-09-12,1504,1
hr6488-115,6488,hr,115,1,,2018-07-24,62,1
hr2510-115,2510,hr,115,28,1,2017-05-18,282,29
hr805-115,805,hr,115,,1,2017-02-01,1461,1
hr1107-115,1107,hr,115,3,,2017-02-16,1780,3
hr4258-115,4258,hr,115,6,1,2017-11-06,1775,7
hr4809-115,4809,hr,115,,4,2018-01-16,1997,4
hr7124-115,7124,hr,115,40,,2018-11-14,1880,40
hr499-115,499,hr,115,,3,2017-01-12,1806,3
hr1452-115,1452,hr,115,22,,2017-03-09,99,22
hr6866-115,6866,hr,115,1,1,2018-09-24,1948,2
hr6647-115,6647,hr,115,2,4,2018-07-31,1720,6
hr3092-115,3092,hr,115,2,3,2017-06-28,1735,5
hr524-115,524,hr,115,,4,2017-01-13,1560,4
hr5612-115,5612,hr,115,1,2,2018-04-25,1520,3
hr874-115,874,hr,115,27,22,2017-02-06,1572,49
hr2305-115,2305,hr,115,3,,2017-05-03,1797,3
hr4496-115,4496,hr,115,,4,2017-11-30,1458,4
hr2202-115,2202,hr,115,,1,2017-04-27,466,1
hr1525-115,1525,hr,115,,7,2017-03-13,1861,7
hr4780-115,4780,hr,115,,16,2018-01-11,1957,16
hr4673-115,4673,hr,115,11,12,2017-12-18,1804,23
hr5215-115,5215,hr,115,1,3,2018-03-08,1879,4
hr6176-115,6176,hr,115,,1,2018-06-21,854,1
hr2578-115,2578,hr,115,7,1,2017-05-19,1076,8
hr1868-115,1868,hr,115,17,1,2017-04-04,1981,18
hr2656-115,2656,hr,115,6,,2017-05-25,1385,6
hr2587-115,2587,hr,115,20,12,2017-05-22,1822,32
hr4257-115,4257,hr,115,2,1,2017-11-06,1855,3
hr3491-115,3491,hr,115,3,2,2017-07-27,1435,5
hr4610-115,4610,hr,115,21,21,2017-12-11,1626,42
hr6014-115,6014,hr,115,59,44,2018-06-06,1667,103
hr3976-115,3976,hr,115,65,111,2017-10-05,1831,176
hr5118-115,5118,hr,115,1,,2018-02-27,1398,1
hr6907-115,6907,hr,115,,1,2018-09-26,1520,1
hr1230-115,1230,hr,115,1,1,2017-02-27,1319,2
hr727-115,727,hr,115,,2,2017-01-30,1560,2
hr7309-115,7309,hr,115,2,1,2018-12-13,1626,3
hr6706-115,6706,hr,115,1,1,2018-09-05,1850,2
hr5985-115,5985,hr,115,5,6,2018-05-29,1646,11
hr7300-115,7300,hr,115,5,,2018-12-13,1680,5
hr5726-115,5726,hr,115,1,2,2018-05-09,1513,3
hr6461-115,6461,hr,115,,1,2018-07-19,1999,1
hr2455-115,2455,hr,115,6,,2017-05-16,1935,6
hr4941-115,4941,hr,115,13,5,2018-02-06,1756,18
hr6185-115,6185,hr,115,2,2,2018-06-21,1421,4
hr1953-115,1953,hr,115,101,62,2017-04-05,1646,163
hr4903-115,4903,hr,115,1,9,2018-01-30,1947,10
hr3934-115,3934,hr,115,,7,2017-10-03,983,7
hr2564-115,2564,hr,115,6,7,2017-05-19,703,13
hr1126-115,1126,hr,115,1,4,2017-02-16,1821,5
hr4481-115,4481,hr,115,2,,2017-11-29,1651,2
hr4419-115,4419,hr,115,,3,2017-11-16,1968,3
hr813-115,813,hr,115,86,,2017-02-01,1507,86
hr1602-115,1602,hr,115,7,2,2017-03-17,693,9
hr6224-115,6224,hr,115,5,12,2018-06-26,1857,17
hr5424-115,5424,hr,115,,1,2018-04-02,1958,1
hr1737-115,1737,hr,115,1,28,2017-03-27,1692,29
hr2563-115,2563,hr,115,5,,2017-05-19,1951,5
hr6752-115,6752,hr,115,11,,2018-09-07,1615,11
hr474-115,474,hr,115,10,14,2017-01-12,1408,24
hr4992-115,4992,hr,115,,1,2018-02-08,1804,1
hr5745-115,5745,hr,115,1,1,2018-05-10,1853,2
hr4118-115,4118,hr,115,4,2,2017-10-25,1541,6
hr2434-115,2434,hr,115,15,17,2017-05-16,1962,32
hr1754-115,1754,hr,115,,3,2017-03-28,1611,3
hr5075-115,5075,hr,115,2,2,2018-02-20,1993,4
